Frame,Object_Type,Confidence,Tracking_ID,x1,y1,x2,y2,License_Plate_Detected,Plate_Confidence,mx1,my1,mx2,my2,Plate_Text
1,Person,0.84106517,0,217.28467,246.00023,309.30212,477.8023,,,,,,
1,Car,0.72525024,2,1141.4388,310.45258,1213.2758,362.74136,,,,,,
1,Person,0.71573764,0,102.02545,276.4995,183.04222,478.63504,,,,,,
1,Car,0.6221367,2,1845.275,413.0495,1919.2474,547.0056,,,,,,
1,Car,0.5776789,2,1360.578,323.4157,1396.248,356.98315,,,,,,
1,Car,0.566711,2,1344.1069,321.65332,1383.9954,352.7096,,,,,,
1,Car,0.53442436,2,1251.3457,318.75763,1285.769,345.3776,,,,,,
1,Car,0.49603415,2,1386.3204,325.24576,1435.9435,361.69473,,,,,,
1,Car,0.49515167,2,1303.094,319.2019,1345.5873,348.23364,,,,,,
1,Car,0.47425205,2,1466.8502,323.881,1513.6938,380.34845,,,,,,
1,Car,0.43888825,2,1429.4817,323.48694,1509.6691,379.4955,,,,,,
1,Car,0.41340485,2,1388.0674,323.81436,1445.0555,370.06516,,,,,,
1,Car,0.36598936,2,1429.29,324.3762,1476.6449,376.77008,,,,,,
2,Person,0.80829895,0,219.95581,244.28015,309.15674,477.77866,,,,,,
2,Car,0.7305179,2,1820.677,407.04565,1919.3123,538.1913,,,,,,
2,Car,0.73029536,2,1141.593,310.43924,1212.8745,363.5965,,,,,,
2,Person,0.69172704,0,107.00816,259.65823,185.01869,477.2549,,,,,,
2,Car,0.5550185,2,1361.9741,323.70538,1396.1515,356.99326,,,,,,
2,Car,0.54146296,2,1343.9253,321.75266,1385.1255,353.05347,,,,,,
2,Car,0.51014084,2,1251.2036,318.7515,1285.4059,345.3885,,,,,,
2,Car,0.48787212,2,1385.7107,325.59247,1436.0585,361.90613,,,,,,
2,Car,0.47799763,2,1303.1782,319.14774,1345.469,348.57956,,,,,,
2,Car,0.466512,2,1464.8555,323.91495,1513.5535,380.67984,,,,,,
2,Car,0.4353147,2,1429.5765,323.5125,1510.4425,379.6986,,,,,,
2,Car,0.40539834,2,1387.7184,324.05548,1444.6279,370.22617,,,,,,
2,Car,0.34862113,2,1429.664,324.45908,1477.3153,377.05383,,,,,,
3,Person,0.7716987,0,225.82692,248.40903,311.25797,478.36285,,,,,,
3,Car,0.72182894,2,1139.8342,310.9987,1212.8665,363.72128,,,,,,
3,Car,0.6416697,2,1793.6558,400.90503,1919.1687,534.6537,,,,,,
3,Person,0.5955234,0,109.52323,271.26556,192.94377,473.14648,,,,,,
3,Car,0.5693388,2,1361.5408,323.55902,1396.4612,356.95297,,,,,,
3,Car,0.5588043,2,1344.012,321.81256,1384.46,352.7888,,,,,,
3,Car,0.5488451,2,1251.1598,319.08142,1286.2318,345.63492,,,,,,
3,Car,0.48907977,2,1385.9122,325.51514,1436.0779,361.69464,,,,,,
3,Car,0.48317885,2,1303.2483,319.2976,1345.9442,348.426,,,,,,
3,Car,0.44574392,2,1464.8973,323.79276,1513.5778,380.6046,,,,,,
3,Car,0.43727645,2,1429.3201,323.51315,1509.4126,379.7238,,,,,,
3,Car,0.403768,2,1387.7788,323.9763,1445.2681,369.9831,,,,,,
3,Car,0.34925354,2,1429.3152,324.38425,1477.2488,376.8643,,,,,,
4,Person,0.7696189,0,231.2525,246.2143,316.63467,476.70712,,,,,,
4,Car,0.71404684,2,1774.4447,369.33005,1919.0068,530.96234,,,,,,
4,Car,0.7111056,2,1139.6406,310.79245,1212.813,364.8795,,,,,,
4,Person,0.646831,0,112.561615,261.50143,199.95135,471.8268,,,,,,
4,Car,0.5790292,2,1362.0311,323.40134,1396.5297,357.02914,,,,,,
4,Car,0.5682381,2,1343.9055,321.78827,1383.4948,352.99146,,,,,,
4,Car,0.51964366,2,1251.7207,318.79657,1286.0863,345.29764,,,,,,
4,Car,0.50366795,2,1386.0886,325.36075,1435.5996,361.7362,,,,,,
4,Car,0.48242474,2,1302.719,319.66656,1345.9323,348.89148,,,,,,
4,Car,0.45701665,2,1466.46,323.82312,1513.5583,380.43265,,,,,,
4,Car,0.43138325,2,1428.9254,323.59238,1509.4186,379.7245,,,,,,
4,Car,0.41632876,2,1387.8937,323.91626,1445.8618,370.27368,,,,,,
4,Car,0.35868478,2,1428.1787,324.44635,1476.123,376.87943,,,,,,
5,Car,0.85785353,2,1754.279,354.22943,1919.0374,528.0998,,,,,,
5,Person,0.7625551,0,235.59055,245.76367,319.8565,477.0616,,,,,,
5,Car,0.7324035,2,1136.7949,310.90012,1212.1637,367.39343,,,,,,
5,Person,0.72776043,0,117.292694,275.1744,209.65292,472.04556,,,,,,
5,Car,0.5610807,2,1362.6548,323.50272,1396.3439,356.99902,,,,,,
5,Car,0.55433905,2,1343.7279,321.79773,1383.6826,353.08295,,,,,,
5,Car,0.51376814,2,1251.6361,318.7369,1286.0284,345.38937,,,,,,
5,Car,0.49795917,2,1386.1487,325.52014,1435.8713,362.0136,,,,,,
5,Car,0.4577557,2,1302.9336,319.7593,1345.4221,348.92633,,,,,,
5,Car,0.44912386,2,1428.8958,323.5191,1510.4143,379.83328,,,,,,
5,Car,0.4489042,2,1462.7615,324.00684,1513.422,380.78,,,,,,
5,Car,0.4044916,2,1387.9791,323.98636,1445.1113,370.3624,,,,,,
5,Car,0.36549556,2,1138.5697,310.29596,1219.8381,354.2053,,,,,,
5,Car,0.35085037,2,1428.6783,324.53842,1477.4976,377.16302,,,,,,
6,Car,0.86797225,2,1732.867,347.0394,1919.5137,528.22705,,,,,,
6,Person,0.7814086,0,238.55663,247.01698,325.55505,477.03094,,,,,,
